Support for reporting bound property changes.	__label__-1
The base elevation of this view relative to its parent, in pixels.	__label__-1
A utility method used by the event listeners.	__label__-1
Whether the device is currently on a technology (e.g.	__label__-1
Implement the Parcelable interface	__label__-1
The View associated with this ViewPropertyAnimator will have its layer type set to LAYER_TYPE_HARDWARE for the duration of the next animation.	__label__-1
The method is overridden to take into account caret width.	__label__-1
Processes hierarchy event occurring on the JLayer or any of its subcomponents.	__label__-1
Getter for a region specific style property.	__label__-1
Amount by which to extend the left fading region.	__label__-1
Convenience version of execute(Object) for use with a simple Runnable object.	__label__-1
A service provided by the nesting BeanContext has been revoked.	__label__-1
Overridden for performance reasons.	__label__-1
Overridden for performance reasons.	__label__-1
Implement this method to intercept all touch screen motion events.	__label__-1
The real paint behavior occurs naturally from the association that the component has with its parent container (the same container hosting this view).	__label__-1
Implement the Parcelable interface	__label__-1
When true, all children with a weight will be considered having the minimum size of the largest child.	__label__-1
Lets all Fragments managed by the controller's FragmentManager know they should trim their memory usage.	__label__-1
React to the successful claiming of a nested scroll operation.	__label__-1
String representation of this DataFlavor and its parameters.	__label__-1
True if this location has a speed.	__label__-1
It is usually safe to proxy this call to the owner activity's onCreateOptionsMenu(Menu) if the client desires the same menu for this Dialog.	__label__-1
Overridden for performance reasons.	__label__-1
Convenience method that moves this component to position -1 if its parent is a JLayeredPane.	__label__-1
Variant of assertContentsInAnyOrder(String, Iterable>, Object...) using a generic message.	__label__-1
The PhoneAccountHandle that received the SMS.	__label__-1
Implement the Parcelable interface	__label__-1
Notification from the UIManager that the look and feel [L&F] has changed.	__label__-1
Please use writeBundle(Bundle) instead.	__label__-1
The id supplied to notify(int, Notification).	__label__-1
Answers a call.	__label__-1
Increments the current secondary progress value.	__label__-1
A value of true denotes that JavaBeans should behave in design time mode, a value of false denotes runtime behavior.	__label__-1
Limit advertising to a given amount of time.	__label__-1
Flex time for this job.	__label__-1
Implements the sync method as per the specification in Preferences.sync().	__label__-1
Parcelable methods	__label__-1
The total number of blocks on the file system.	__label__-1
getHistoricalPressure(int, int) for the first pointer index (may be an arbitrary pointer identifier).	__label__-1
The video state of the call.	__label__-1
Does the parsed pattern have numbered arguments like {2}?	__label__-1
This protected method is implementation specific and should be private.	__label__-1
Relative put method (optional operation).	__label__-1
This object (which is already a string!)	__label__-1
Equivalent to MICROSECONDS.convert(duration, this).	__label__-1
Post-multiplies the current matrix by a given parameter	__label__-1
The visual y position of this view, in pixels.	__label__-1
Use the current Drawable.Callback implementation to have this Drawable redrawn.	__label__-1
Overridden for performance reasons.	__label__-1
The coordinates of the center of the left eye.	__label__-1
A string that uniquely distinguishes this particular PhoneAccountHandle from all the others supported by the connection service that created it.	__label__-1
The requested Bonjour service response is available.	__label__-1
The requested Bonjour service response is available.	__label__-1
Contains the object to which the request will be forwarded, if the reply_status attribute is LOCATION_FORWARD.	__label__-1
An attribute of a language and binding dependent type that represents a stream of bytes.	__label__-1
Truncates the BLOB value that this Blob object represents to be len bytes in length.	__label__-1
Overridden for performance reasons.	__label__-1
Trigger a dialog that lists the various methods of interacting with the requested Contacts entry.	__label__-1
Implement this method to intercept all touch screen motion events.	__label__-1
If the ServantRetentionPolicy of the POA is RETAIN, then the ServantManager argument (imgr) shall support the ServantActivator interface.	__label__-1
The default implementation of this method calls onAppear(ViewGroup, View, TransitionValues, TransitionValues).	__label__-1
Hook in which to create the session's UI.	__label__-1
This is overridden only to increase the invalid area.	__label__-1
Denigrated, replaced by getSubjectX500Principal().	__label__-1
The package of the app that posted the notification.	__label__-1
List padding is the maximum of the normal view's padding and the padding of the selector.	__label__-1
8-bit GEMM-like operation for neural networks: C = A * Transpose(B) Calculations are done in 1.10.21 fixed-point format for the final output, just before there's a shift down to drop the fractional parts.	__label__-1
Version of resolveSizeAndState(int, int, int) returning only the MEASURED_SIZE_MASK bits of the result.	__label__-1
Equivalent to openDatabase(path, factory, CREATE_IF_NECESSARY, errorHandler).	__label__-1
Equivalent to setAttribute(qualifiedName, value).	__label__-1
Implements the removeNode() method as per the specification in Preferences.removeNode().	__label__-1
Look at onOrientationChanged(int) for method description and usage	__label__-1
Helper for getTransformation.	__label__-1
Increment the month.	__label__-1
For code to note that it's slow.	__label__-1
Implements the getInt method as per the specification in Preferences.getInt(String,int).	__label__-1
Unmount an Opaque Binary Blob (OBB) file asynchronously.	__label__-1
Equivalent to getRoot().quietlyComplete().	__label__-1
Overridden for performance reasons.	__label__-1
Regardless of pending count, invokes onCompletion(CountedCompleter), marks this task as complete and further triggers tryComplete() on this task's completer, if one exists.	__label__-1
The related platform dependent exception if any.	__label__-1
The kind of connectivity requirements that the job has.	__label__-1
Requires permission: MODIFY_PHONE_STATE	__label__-1
Views should implement this if they have extra information to associate with the context menu.	__label__-1
Implement the Parcelable interface	__label__-1
If getText() is non-null, this is the main text background color associated with it.	__label__-1
The version number associated with this UUID.	__label__-1
Messaged when the user has altered the value for the item identified by path to newValue.	__label__-1
Parcelable interface	__label__-1
Implement the Parcelable interface	__label__-1
Implement the Parcelable interface	__label__-1
Notification about the start of the transition.	__label__-1
Injects instrumentation into this test case.	__label__-1
Current length of the sequence of character content.	__label__-1
Notification about the cancellation of the transition.	__label__-1
